FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
7/12/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,27,DAL,"Dallas, TX",HOU,"Houston, TX",1300,1257,-3,7,1304,1351,4,1415,1355,-20,0,,0,75,58,47,239,,,,,
10/28/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,358,LGA,"New York, NY",ORD,"Chicago, IL",1630,1627,-3,20,1647,1741,12,1819,1753,-26,0,,0,169,146,114,733,,,,,
10/23/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2061,DAL,"Dallas, TX",ELP,"El Paso, TX",1935,1952,17,8,2000,2025,3,2020,2028,8,0,,0,105,96,85,562,,,,,
1/28/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1264,LAS,"Las Vegas, NV",SMF,"Sacramento, CA",900,857,-3,11,908,1019,4,1035,1023,-12,0,,0,95,86,71,397,,,,,
10/30/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3566,SFO,"San Francisco, CA",SEA,"Seattle, WA",620,617,-3,11,628,758,23,848,821,-27,0,,0,148,124,90,679,,,,,
12/3/2019,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1440,FLL,"Fort Lauderdale, FL",CLE,"Cleveland, OH",1335,1405,30,17,1422,1657,10,1626,1707,41,0,,0,171,182,155,1062,30,0,11,0,0
6/3/2023,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1444,ATL,"Atlanta, GA",ROA,"Roanoke, VA",2237,2303,26,31,2334,33,6,2359,39,40,0,,0,82,96,59,357,26,0,14,0,0
6/14/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2413,AMA,"Amarillo, TX",DAL,"Dallas, TX",1950,1943,-7,7,1950,2042,3,2100,2045,-15,0,,0,70,62,52,323,,,,,
7/3/2019,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,577,KOA,"Kona, HI",HNL,"Honolulu, HI",2151,2136,-15,12,2148,2218,8,2235,2226,-9,0,,0,44,50,30,163,,,,,
7/27/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2884,LGA,"New York, NY",STL,"St. Louis, MO",600,607,7,20,627,739,3,735,742,7,0,,0,155,155,132,888,,,,,
12/19/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1308,OMA,"Omaha, NE",ATL,"Atlanta, GA",1326,1319,-7,11,1330,1615,4,1639,1619,-20,0,,0,133,120,105,821,,,,,
11/1/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2954,ATL,"Atlanta, GA",DAB,"Daytona Beach, FL",2235,2230,-5,13,2243,2338,3,2358,2341,-17,0,,0,83,71,55,366,,,,,
8/26/2022,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,82,MCO,"Orlando, FL",DFW,"Dallas/Fort Worth, TX",707,702,-5,14,716,838,17,900,855,-5,0,,0,173,173,142,985,,,,,
1/26/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2536,DFW,"Dallas/Fort Worth, TX",MSY,"New Orleans, LA",1555,1652,57,18,1710,1810,5,1718,1815,57,0,,0,83,83,60,447,41,0,0,0,16
9/6/2022,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1964,IAD,"Washington, DC",SEA,"Seattle, WA",815,825,10,11,836,1032,9,1106,1041,-25,0,,0,351,316,296,2306,,,,,
6/14/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1232,DCA,"Washington, DC",JFK,"New York, NY",605,604,-1,11,615,659,5,715,704,-11,0,,0,70,60,44,213,,,,,
12/8/2021,Republic Airline,Republic Airline: YX,YX,20452,4595,CMH,"Columbus, OH",BOS,"Boston, MA",810,810,0,26,836,958,6,1006,1004,-2,0,,0,116,114,82,640,,,,,
3/18/2023,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,193,LAX,"Los Angeles, CA",ANC,"Anchorage, AK",1935,1925,-10,17,1942,2327,4,10,2331,-39,0,,0,335,306,285,2345,,,,,
7/23/2021,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1084,ORD,"Chicago, IL",MCO,"Orlando, FL",1100,1054,-6,34,1128,1437,14,1438,1451,13,0,,0,158,177,129,1005,,,,,
5/27/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5017,MCW,"Mason City, IA",FOD,"Fort Dodge, IA",1609,1604,-5,9,1613,1627,4,1646,1631,-15,0,,0,37,27,14,61,,,,,
10/1/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,950,LAS,"Las Vegas, NV",DTW,"Detroit, MI",2340,2341,1,17,2358,622,8,628,630,2,0,,0,228,229,204,1749,,,,,
10/18/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1918,CLT,"Charlotte, NC",ORF,"Norfolk, VA",920,914,-6,16,930,1014,4,1027,1018,-9,0,,0,67,64,44,290,,,,,
2/10/2022,JetBlue Airways,JetBlue Airways: B6,B6,20409,802,SLC,"Salt Lake City, UT",MCO,"Orlando, FL",1625,1622,-3,17,1639,2223,5,2236,2228,-8,0,,0,251,246,224,1931,,,,,
1/29/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1118,RDU,"Raleigh/Durham, NC",ORD,"Chicago, IL",610,603,-7,11,614,712,15,739,727,-12,0,,0,149,144,118,646,,,,,
9/28/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3864,MSP,"Minneapolis, MN",RAP,"Rapid City, SD",1005,1001,-4,17,1018,1033,4,1056,1037,-19,0,,0,111,96,75,489,,,,,
5/22/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,807,CLT,"Charlotte, NC",BNA,"Nashville, TN",740,737,-3,17,754,749,5,806,754,-12,0,,0,86,77,55,328,,,,,
5/24/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,604,RDU,"Raleigh/Durham, NC",BOS,"Boston, MA",1708,1701,-7,13,1714,1843,9,1917,1852,-25,0,,0,129,111,89,612,,,,,
6/18/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5100,MEM,"Memphis, TN",DEN,"Denver, CO",2020,2014,-6,9,2023,2129,8,2145,2137,-8,0,,0,145,143,126,872,,,,,
3/11/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2559,DFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN",1019,1021,2,17,1038,1133,6,1149,1139,-10,0,,0,90,78,55,431,,,,,
9/12/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3380,SBP,"San Luis Obispo, CA",SAN,"San Diego, CA",1225,1216,-9,11,1227,1319,3,1332,1322,-10,0,,0,67,66,52,263,,,,,
5/5/2023,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1239,DEN,"Denver, CO",ORF,"Norfolk, VA",1730,1923,113,16,1939,28,5,2256,33,97,0,,0,206,190,169,1553,0,0,0,0,97
12/3/2020,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,650,RSW,"Fort Myers, FL",IAD,"Washington, DC",720,710,-10,10,720,923,4,942,927,-15,0,,0,142,137,123,891,,,,,
6/18/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2540,PHX,"Phoenix, AZ",AUS,"Austin, TX",640,701,21,10,711,1057,6,1050,1103,13,0,,0,130,122,106,872,,,,,
2/10/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2452,CLT,"Charlotte, NC",ATL,"Atlanta, GA",1830,1927,57,19,1946,2029,14,1945,2043,58,0,,0,75,76,43,226,0,0,1,0,57
7/16/2019,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,3499,TUL,"Tulsa, OK",ATL,"Atlanta, GA",1610,1607,-3,14,1621,1853,7,1914,1900,-14,0,,0,124,113,92,674,,,,,
3/30/2023,Allegiant Air,Allegiant Air: G4,G4,20368,681,AZA,"Phoenix, AZ",SGF,"Springfield, MO",839,833,-6,12,845,1246,5,1306,1251,-15,0,,0,147,138,121,1066,,,,,
4/1/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1062,RDU,"Raleigh/Durham, NC",MCO,"Orlando, FL",902,923,21,8,931,1056,5,1051,1101,10,0,,0,109,98,85,534,,,,,
10/21/2021,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2495,SEA,"Seattle, WA",DEN,"Denver, CO",1619,1612,-7,23,1635,1939,17,2004,1956,-8,0,,0,165,164,124,1024,,,,,
2/10/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2362,MIA,"Miami, FL",DCA,"Washington, DC",2015,2033,18,12,2045,2241,4,2255,2245,-10,0,,0,160,132,116,919,,,,,
2/23/2022,JetBlue Airways,JetBlue Airways: B6,B6,20409,37,BDL,"Hartford, CT",MCO,"Orlando, FL",1612,1618,6,14,1632,1859,16,1923,1915,-8,0,,0,191,177,147,1050,,,,,
12/18/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1619,DFW,"Dallas/Fort Worth, TX",TPA,"Tampa, FL",1717,1713,-4,23,1736,2023,4,2039,2027,-12,0,,0,142,134,107,929,,,,,
3/18/2023,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5563,BIH,"Bishop, CA",SFO,"San Francisco, CA",1450,1441,-9,19,1500,1542,4,1608,1546,-22,0,,0,78,65,42,221,,,,,
4/26/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1512,ATL,"Atlanta, GA",ORF,"Norfolk, VA",2159,2155,-4,11,2206,2320,5,2331,2325,-6,0,,0,92,90,74,516,,,,,
4/13/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3145,LAS,"Las Vegas, NV",SBA,"Santa Barbara, CA",925,919,-6,15,934,1024,3,1040,1027,-13,0,,0,75,68,50,289,,,,,
12/20/2022,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5301,BTR,"Baton Rouge, LA",ATL,"Atlanta, GA",1520,1530,10,13,1543,1744,9,1758,1753,-5,0,,0,98,83,61,448,,,,,
9/28/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1895,IAH,"Houston, TX",PHX,"Phoenix, AZ",940,1034,54,13,1047,1103,4,1025,1107,42,0,,0,165,153,136,1009,0,0,0,0,42
5/5/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1187,FLL,"Fort Lauderdale, FL",BNA,"Nashville, TN",615,614,-1,18,632,727,6,735,733,-2,0,,0,140,139,115,793,,,,,
3/11/2020,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,295,ORD,"Chicago, IL",IAH,"Houston, TX",2000,1955,-5,21,2016,2221,8,2256,2229,-27,0,,0,176,154,125,925,,,,,
1/12/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3821,OAK,"Oakland, CA",SLC,"Salt Lake City, UT",600,554,-6,9,603,826,5,855,831,-24,0,,0,115,97,83,588,,,,,
12/26/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2079,DSM,"Des Moines, IA",ATL,"Atlanta, GA",1706,1705,-1,15,1720,1952,7,2006,1959,-7,0,,0,120,114,92,743,,,,,
2/21/2020,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5296,CLT,"Charlotte, NC",RIC,"Richmond, VA",724,718,-6,18,736,824,4,836,828,-8,0,,0,72,70,48,257,,,,,
9/4/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3338,SAN,"San Diego, CA",SJC,"San Jose, CA",900,850,-10,20,910,1011,4,1026,1015,-11,0,,0,86,85,61,417,,,,,
12/29/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3604,MSP,"Minneapolis, MN",BIS,"Bismarck/Mandan, ND",904,1113,129,25,1138,1243,22,1047,1305,138,0,,0,103,112,65,386,138,0,0,0,0
4/13/2023,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5551,ROC,"Rochester, NY",DCA,"Washington, DC",1225,1213,-12,11,1224,1319,17,1350,1336,-14,0,,0,85,83,55,296,,,,,
3/1/2019,Republic Airline,Republic Airline: YX,YX,20452,5891,CMH,"Columbus, OH",LGA,"New York, NY",755,856,61,22,918,1029,11,941,1040,59,0,,0,106,104,71,479,0,0,59,0,0
6/2/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2994,SLC,"Salt Lake City, UT",ORD,"Chicago, IL",1745,1739,-6,12,1751,2116,11,2152,2127,-25,0,,0,187,168,145,1250,,,,,
3/11/2023,JetBlue Airways,JetBlue Airways: B6,B6,20409,353,FLL,"Fort Lauderdale, FL",SJU,"San Juan, PR",1250,1243,-7,20,1303,1601,5,1621,1606,-15,0,,0,151,143,118,1046,,,,,
1/4/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4330,MQT,"Marquette, MI",DTW,"Detroit, MI",615,,,,,,,742,,,1,A,0,87,,,349,,,,,
8/13/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2190,IAH,"Houston, TX",SAT,"San Antonio, TX",935,942,7,22,1004,1036,3,1033,1039,6,0,,0,58,57,32,191,,,,,
8/26/2019,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,985,MSP,"Minneapolis, MN",DTW,"Detroit, MI",1215,1214,-1,17,1231,1448,13,1500,1501,1,0,,0,105,107,77,528,,,,,
7/15/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,777,FLL,"Fort Lauderdale, FL",BWI,"Baltimore, MD",1205,1158,-7,12,1210,1417,8,1440,1425,-15,0,,0,155,147,127,925,,,,,
4/28/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1592,CHS,"Charleston, SC",JFK,"New York, NY",1110,1106,-4,13,1119,1242,7,1307,1249,-18,0,,0,117,103,83,636,,,,,
2/1/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1852,SJU,"San Juan, PR",CLT,"Charlotte, NC",1555,1546,-9,16,1602,1833,10,1853,1843,-10,0,,0,238,237,211,1475,,,,,
2/26/2021,Allegiant Air,Allegiant Air: G4,G4,20368,287,SFB,"Sanford, FL",ABE,"Allentown/Bethlehem/Easton, PA",1121,1114,-7,15,1129,1334,5,1343,1339,-4,0,,0,142,145,125,882,,,,,
10/2/2021,Envoy Air,Envoy Air: MQ,MQ,20398,3639,MLI,"Moline, IL",ORD,"Chicago, IL",1318,1313,-5,14,1327,1404,11,1430,1415,-15,0,,0,72,62,37,139,,,,,
10/21/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1882,LAX,"Los Angeles, CA",EWR,"Newark, NJ",2115,2103,-12,20,2123,438,8,515,446,-29,0,,0,300,283,255,2454,,,,,
9/28/2020,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,792,PDX,"Portland, OR",DEN,"Denver, CO",915,908,-7,12,920,1229,6,1253,1235,-18,0,,0,158,147,129,991,,,,,
8/14/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2287,AUS,"Austin, TX",JFK,"New York, NY",735,725,-10,10,735,1142,10,1228,1152,-36,0,,0,233,207,187,1521,,,,,
3/16/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2083,SMF,"Sacramento, CA",CLT,"Charlotte, NC",2235,2231,-4,10,2241,556,6,618,602,-16,0,,0,283,271,255,2244,,,,,
6/23/2021,Republic Airline,Republic Airline: YX,YX,20452,5697,LGA,"New York, NY",ORD,"Chicago, IL",2030,2121,51,11,2132,2217,7,2204,2224,20,0,,0,154,123,105,733,0,0,0,0,20
12/3/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,325,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",2045,2039,-6,13,2052,2136,6,2157,2142,-15,0,,0,72,63,44,236,,,,,
5/7/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5996,CLT,"Charlotte, NC",ORD,"Chicago, IL",1545,1532,-13,17,1549,1625,15,1705,1640,-25,0,,0,140,128,96,599,,,,,
3/20/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2110,MKE,"Milwaukee, WI",PHX,"Phoenix, AZ",1355,1351,-4,7,1358,1519,5,1540,1524,-16,0,,0,225,213,201,1460,,,,,
3/13/2023,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1027,EWR,"Newark, NJ",ORD,"Chicago, IL",1133,1133,0,12,1145,1234,10,1309,1244,-25,0,,0,156,131,109,719,,,,,
9/15/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1328,ATL,"Atlanta, GA",SNA,"Santa Ana, CA",1000,959,-1,17,1016,1120,8,1134,1128,-6,0,,0,274,269,244,1919,,,,,
7/18/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4804,DEN,"Denver, CO",MEM,"Memphis, TN",956,951,-5,22,1013,1308,7,1318,1315,-3,0,,0,142,144,115,872,,,,,
4/25/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5487,SFO,"San Francisco, CA",PHX,"Phoenix, AZ",830,825,-5,10,835,1005,6,1043,1011,-32,0,,0,133,106,90,651,,,,,
10/12/2021,JetBlue Airways,JetBlue Airways: B6,B6,20409,1486,PIT,"Pittsburgh, PA",BOS,"Boston, MA",1116,1114,-2,12,1126,1236,4,1248,1240,-8,0,,0,92,86,70,496,,,,,
7/15/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,6258,ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ",1854,1851,-3,15,1906,1908,29,1920,1937,17,0,,0,86,106,62,328,17,0,0,0,0
3/27/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,530,DEN,"Denver, CO",HOU,"Houston, TX",1230,1236,6,9,1245,1547,4,1555,1551,-4,0,,0,145,135,122,883,,,,,
6/26/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1608,SLC,"Salt Lake City, UT",BOI,"Boise, ID",1215,1212,-3,12,1224,1307,3,1324,1310,-14,0,,0,69,58,43,290,,,,,
10/2/2020,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4941,MLU,"Monroe, LA",ATL,"Atlanta, GA",1710,1705,-5,8,1713,1917,7,1944,1924,-20,0,,0,94,79,64,448,,,,,
4/26/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5858,PSC,"Pasco/Kennewick/Richland, WA",DEN,"Denver, CO",1345,1335,-10,8,1343,1633,8,1713,1641,-32,0,,0,148,126,110,852,,,,,
3/15/2023,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1190,SEA,"Seattle, WA",SNA,"Santa Ana, CA",1125,1124,-1,23,1147,1359,5,1410,1404,-6,0,,0,165,160,132,978,,,,,
10/25/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,421,AUS,"Austin, TX",DEN,"Denver, CO",530,530,0,13,543,631,8,640,639,-1,0,,0,130,129,108,775,,,,,
2/14/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1693,STX,"Christiansted, VI",ATL,"Atlanta, GA",1555,1552,-3,9,1601,1833,7,1905,1840,-25,0,,0,250,228,212,1638,,,,,
1/16/2020,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4807,MSP,"Minneapolis, MN",CLE,"Cleveland, OH",829,1253,264,9,1302,1514,12,1131,1526,235,0,,0,122,93,72,622,0,0,0,0,235
6/2/2023,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4684,COS,"Colorado Springs, CO",DEN,"Denver, CO",1830,1901,31,25,1926,1942,10,1930,1952,22,0,,0,60,51,16,73,0,0,22,0,0
4/26/2019,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,202,ORD,"Chicago, IL",OGG,"Kahului, HI",1020,1015,-5,41,1056,1423,5,1440,1428,-12,0,,0,560,553,507,4184,,,,,
6/18/2022,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1848,MCO,"Orlando, FL",MKE,"Milwaukee, WI",600,614,14,18,632,808,5,755,813,18,0,,0,175,179,156,1066,14,0,4,0,0
12/1/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5518,BUR,"Burbank, CA",LAS,"Las Vegas, NV",720,716,-4,13,729,811,2,835,813,-22,0,,0,75,57,42,223,,,,,
7/22/2022,Republic Airline,Republic Airline: YX,YX,20452,4785,CLT,"Charlotte, NC",CAE,"Columbia, SC",1805,1802,-3,17,1819,1838,18,1859,1856,-3,0,,0,54,54,19,88,,,,,
5/28/2023,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3656,SJC,"San Jose, CA",LAX,"Los Angeles, CA",750,744,-6,11,755,847,33,929,920,-9,0,,0,99,96,52,308,,,,,
2/18/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2099,MSP,"Minneapolis, MN",BOS,"Boston, MA",800,758,-2,27,825,1138,9,1143,1147,4,0,,0,163,169,133,1124,,,,,
3/11/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2279,RDU,"Raleigh/Durham, NC",ATL,"Atlanta, GA",605,606,1,9,615,722,7,735,729,-6,0,,0,90,83,67,356,,,,,
4/14/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4482,MSP,"Minneapolis, MN",MKE,"Milwaukee, WI",752,747,-5,73,900,952,5,908,957,49,0,,0,76,130,52,297,49,0,0,0,0
11/2/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1704,LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT",2155,2247,52,15,2302,52,4,15,56,41,0,,0,80,69,50,368,4,0,0,0,37
1/26/2020,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5937,DFW,"Dallas/Fort Worth, TX",BMI,"Bloomington/Normal, IL",1312,1309,-3,13,1322,1450,3,1506,1453,-13,0,,0,114,104,88,690,,,,,
11/5/2022,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,606,EWR,"Newark, NJ",BOS,"Boston, MA",730,726,-4,17,743,831,6,845,837,-8,0,,0,75,71,48,200,,,,,
7/8/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5834,ASE,"Aspen, CO",SFO,"San Francisco, CA",1305,1544,159,20,1604,1707,7,1442,1714,152,0,,0,157,150,123,848,0,0,152,0,0
6/18/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1365,MDW,"Chicago, IL",MCO,"Orlando, FL",1250,1306,16,10,1316,1622,5,1625,1627,2,0,,0,155,141,126,990,,,,,
4/22/2022,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,1758,TPA,"Tampa, FL",CVG,"Cincinnati, OH",1254,1247,-7,39,1326,1511,6,1511,1517,6,0,,0,137,150,105,773,,,,,
6/30/2023,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5175,SDF,"Louisville, KY",CLT,"Charlotte, NC",1725,1822,57,26,1848,1944,15,1858,1959,61,0,,0,93,97,56,335,57,0,4,0,0
1/30/2021,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5056,DTW,"Detroit, MI",LAN,"Lansing, MI",2130,2126,-4,12,2138,2200,2,2225,2202,-23,0,,0,55,36,22,74,,,,,
2/24/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1323,CLT,"Charlotte, NC",ORF,"Norfolk, VA",1829,1841,12,11,1852,1936,4,1942,1940,-2,0,,0,73,59,44,290,,,,,
12/2/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2098,ORD,"Chicago, IL",PHL,"Philadelphia, PA",1106,1104,-2,10,1114,1342,3,1357,1345,-12,0,,0,111,101,88,678,,,,,
10/27/2022,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,974,ONT,"Ontario, CA",DEN,"Denver, CO",1046,1051,5,10,1101,1405,14,1406,1419,13,0,,0,140,148,124,819,,,,,
2/21/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3121,LAX,"Los Angeles, CA",BWI,"Baltimore, MD",1135,1134,-1,8,1142,1859,6,1930,1905,-25,0,,0,295,271,257,2329,,,,,
6/24/2022,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5134,CVG,"Cincinnati, OH",EWR,"Newark, NJ",1744,1742,-2,12,1754,1918,5,1947,1923,-24,0,,0,123,101,84,569,,,,,
2/14/2023,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3955,ATL,"Atlanta, GA",BMI,"Bloomington/Normal, IL",2145,2139,-6,16,2155,2220,5,2236,2225,-11,0,,0,111,106,85,533,,,,,
1/23/2022,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6157,IAD,"Washington, DC",RIC,"Richmond, VA",1045,1047,2,20,1107,1128,6,1138,1134,-4,0,,0,53,47,21,100,,,,,
8/9/2019,JetBlue Airways,JetBlue Airways: B6,B6,20409,998,ANC,"Anchorage, AK",SEA,"Seattle, WA",58,57,-1,12,109,504,4,521,508,-13,0,,0,203,191,175,1448,,,,,
5/11/2019,JetBlue Airways,JetBlue Airways: B6,B6,20409,737,BDL,"Hartford, CT",MCO,"Orlando, FL",700,655,-5,11,706,930,4,954,934,-20,0,,0,174,159,144,1050,,,,,
2/21/2021,Envoy Air,Envoy Air: MQ,MQ,20398,4111,DFW,"Dallas/Fort Worth, TX",JAN,"Jackson/Vicksburg, MS",1015,1114,59,17,1131,1226,4,1149,1230,41,0,,0,94,76,55,408,34,0,0,0,7
5/3/2021,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4766,DTW,"Detroit, MI",BTV,"Burlington, VT",2135,2127,-8,15,2142,2251,4,2318,2255,-23,0,,0,103,88,69,537,,,,,
9/5/2019,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,831,AVL,"Asheville, NC",FLL,"Fort Lauderdale, FL",940,933,-7,41,1014,1147,7,1146,1154,8,0,,0,126,141,93,660,,,,,
12/12/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,777,IAH,"Houston, TX",LAX,"Los Angeles, CA",600,549,-11,13,602,708,10,751,718,-33,0,,0,231,209,186,1379,,,,,
11/16/2021,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4662,RIC,"Richmond, VA",DTW,"Detroit, MI",1200,1155,-5,13,1208,1332,6,1354,1338,-16,0,,0,114,103,84,456,,,,,
11/12/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2039,PHX,"Phoenix, AZ",SJC,"San Jose, CA",1010,1014,4,21,1035,1109,5,1115,1114,-1,0,,0,125,120,94,621,,,,,
