FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
3/12/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,4,LAX,"Los Angeles, CA",JFK,"New York, NY",600,556,-4,20,616,1425,13,1420,1438,18,0,,0,320,342,309,2475,0,0,18,0,0
8/17/2020,Republic Airline,Republic Airline: YX,YX,20452,5631,SDF,"Louisville, KY",DTW,"Detroit, MI",1803,1801,-2,8,1809,1901,13,1928,1914,-14,0,,0,85,73,52,306,,,,,
10/15/2021,Envoy Air,Envoy Air: MQ,MQ,20398,4264,RDU,"Raleigh/Durham, NC",ORD,"Chicago, IL",1652,1646,-6,11,1657,1741,8,1819,1749,-30,0,,0,147,123,104,646,,,,,
3/20/2022,Envoy Air,Envoy Air: MQ,MQ,20398,4096,DFW,"Dallas/Fort Worth, TX",MFE,"Mission/McAllen/Edinburg, TX",1230,1225,-5,15,1240,1349,5,1408,1354,-14,0,,0,98,89,69,469,,,,,
12/15/2020,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5603,CLT,"Charlotte, NC",VPS,"Valparaiso, FL",1130,1123,-7,21,1144,1204,6,1220,1210,-10,0,,0,110,107,80,460,,,,,
7/9/2022,JetBlue Airways,JetBlue Airways: B6,B6,20409,1447,HPN,"White Plains, NY",TPA,"Tampa, FL",1730,1921,111,26,1947,2214,7,2031,2221,110,0,,0,181,180,147,1032,110,0,0,0,0
2/4/2019,Republic Airline,Republic Airline: YX,YX,20452,4321,LGA,"New York, NY",DCA,"Washington, DC",900,856,-4,30,926,1012,15,1030,1027,-3,0,,0,90,91,46,214,,,,,
3/5/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1323,CLT,"Charlotte, NC",ORF,"Norfolk, VA",1821,1816,-5,13,1829,1917,4,1936,1921,-15,0,,0,75,65,48,290,,,,,
6/19/2023,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,323,EWR,"Newark, NJ",ORD,"Chicago, IL",1304,1344,40,16,1400,1447,13,1438,1500,22,0,,0,154,136,107,719,22,0,0,0,0
4/11/2021,Horizon Air,Horizon Air: QX,QX,19687,2584,SAN,"San Diego, CA",AUS,"Austin, TX",1910,1907,-3,13,1920,2342,14,2358,2356,-2,0,,0,168,169,142,1164,,,,,
6/28/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2830,SFO,"San Francisco, CA",CLT,"Charlotte, NC",1320,1354,34,20,1414,2142,11,2124,2153,29,0,,0,304,299,268,2296,1,0,0,0,28
9/12/2021,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5124,BHM,"Birmingham, AL",CLT,"Charlotte, NC",1252,1245,-7,17,1302,1503,23,1528,1526,-2,0,,0,96,101,61,350,,,,,
1/4/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,142,BWI,"Baltimore, MD",MIA,"Miami, FL",1045,1036,-9,7,1043,1307,11,1330,1318,-12,0,,0,165,162,144,946,,,,,
10/13/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1621,BOS,"Boston, MA",MDW,"Chicago, IL",635,637,2,9,646,801,4,820,805,-15,0,,0,165,148,135,861,,,,,
9/2/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2165,SJC,"San Jose, CA",SAN,"San Diego, CA",930,926,-4,13,939,1043,6,1050,1049,-1,0,,0,80,83,64,417,,,,,
6/10/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2960,PHX,"Phoenix, AZ",LAX,"Los Angeles, CA",1350,1413,23,12,1425,1516,4,1510,1520,10,0,,0,80,67,51,370,,,,,
11/23/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1406,JFK,"New York, NY",TPA,"Tampa, FL",1259,1255,-4,10,1305,1513,3,1545,1516,-29,0,,0,166,141,128,1005,,,,,
3/19/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5267,ASE,"Aspen, CO",LAX,"Los Angeles, CA",1645,1649,4,52,1741,1823,9,1804,1832,28,0,,0,139,163,102,737,0,0,0,0,28
9/5/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4137,HNL,"Honolulu, HI",KOA,"Kona, HI",2025,2019,-6,13,2032,2059,3,2115,2102,-13,0,,0,50,43,27,163,,,,,
3/30/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2238,DCA,"Washington, DC",ATL,"Atlanta, GA",1758,1753,-5,7,1800,1928,5,2001,1933,-28,0,,0,123,100,88,547,,,,,
7/13/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2039,ATL,"Atlanta, GA",PHL,"Philadelphia, PA",1521,1519,-2,13,1532,1713,4,1734,1717,-17,0,,0,133,118,101,666,,,,,
3/2/2022,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5855,MAF,"Midland/Odessa, TX",PHX,"Phoenix, AZ",625,622,-3,10,632,704,4,723,708,-15,0,,0,118,106,92,581,,,,,
2/9/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1549,BWI,"Baltimore, MD",PIT,"Pittsburgh, PA",2225,2217,-8,13,2230,2307,3,2330,2310,-20,0,,0,65,53,37,210,,,,,
3/7/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,886,ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX",1215,1227,12,12,1239,1335,8,1344,1343,-1,0,,0,149,136,116,731,,,,,
2/2/2019,Allegiant Air,Allegiant Air: G4,G4,20368,883,GRR,"Grand Rapids, MI",PIE,"St. Petersburg, FL",1018,1018,0,15,1033,1244,4,1255,1248,-7,0,,0,157,150,131,1044,,,,,
5/29/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3771,SLC,"Salt Lake City, UT",OMA,"Omaha, NE",925,928,3,14,942,1227,3,1245,1230,-15,0,,0,140,122,105,840,,,,,
7/22/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1749,LAX,"Los Angeles, CA",MCO,"Orlando, FL",1035,1034,-1,14,1048,1821,18,1842,1839,-3,0,,0,307,305,273,2218,,,,,
2/10/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1069,SFO,"San Francisco, CA",BUR,"Burbank, CA",1725,1721,-4,14,1735,1827,2,1845,1829,-16,0,,0,80,68,52,326,,,,,
7/23/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,496,MCO,"Orlando, FL",MDW,"Chicago, IL",1705,1737,32,30,1807,1923,2,1850,1925,35,0,,0,165,168,136,990,10,0,3,0,22
6/10/2019,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,668,SEA,"Seattle, WA",DEN,"Denver, CO",1550,1543,-7,29,1612,1914,6,1930,1920,-10,0,,0,160,157,122,1024,,,,,
9/13/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,408,LGA,"New York, NY",ORD,"Chicago, IL",1030,1232,122,12,1244,1329,14,1208,1343,95,0,,0,158,131,105,733,0,0,0,0,95
7/2/2023,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3950,JFK,"New York, NY",IAD,"Washington, DC",1455,1457,2,18,1515,1559,9,1627,1608,-19,0,,0,92,71,44,228,,,,,
8/15/2022,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5138,BUF,"Buffalo, NY",DCA,"Washington, DC",1731,1724,-7,10,1734,1824,6,1844,1830,-14,0,,0,73,66,50,296,,,,,
10/27/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4769,DEN,"Denver, CO",CID,"Cedar Rapids/Iowa City, IA",1336,1353,17,20,1413,1644,4,1639,1648,9,0,,0,123,115,91,692,,,,,
2/14/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3085,PHX,"Phoenix, AZ",PSP,"Palm Springs, CA",2115,2109,-6,16,2125,2103,3,2125,2106,-19,0,,0,70,57,38,261,,,,,
5/2/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3020,DEN,"Denver, CO",SEA,"Seattle, WA",1200,1209,9,11,1220,1324,6,1355,1330,-25,0,,0,175,141,124,1024,,,,,
2/3/2019,Allegiant Air,Allegiant Air: G4,G4,20368,741,TUS,"Tucson, AZ",BLI,"Bellingham, WA",1240,1255,15,19,1314,1524,6,1457,1530,33,0,,0,197,215,190,1299,0,15,18,0,0
3/10/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3613,SLC,"Salt Lake City, UT",SFO,"San Francisco, CA",1700,1659,-1,17,1716,1751,5,1819,1756,-23,0,,0,139,117,95,599,,,,,
11/19/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3080,BNA,"Nashville, TN",MDW,"Chicago, IL",1850,2022,92,11,2033,2137,6,2025,2143,78,0,,0,95,81,64,395,78,0,0,0,0
2/23/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,833,DFW,"Dallas/Fort Worth, TX",EGE,"Eagle, CO",1435,1529,54,15,1544,1641,4,1601,1645,44,0,,0,146,136,117,721,4,0,0,0,40
2/12/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2160,MCO,"Orlando, FL",ALB,"Albany, NY",2010,2005,-5,10,2015,2225,3,2250,2228,-22,0,,0,160,143,130,1073,,,,,
10/31/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5664,SYR,"Syracuse, NY",DEN,"Denver, CO",1530,1523,-7,9,1532,1731,11,1800,1742,-18,0,,0,270,259,239,1492,,,,,
3/28/2023,Republic Airline,Republic Airline: YX,YX,20452,3428,CMH,"Columbus, OH",EWR,"Newark, NJ",700,653,-7,11,704,811,31,859,842,-17,0,,0,119,109,67,463,,,,,
1/25/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1350,MSN,"Madison, WI",ATL,"Atlanta, GA",1705,1700,-5,11,1711,1952,7,2020,1959,-21,0,,0,135,119,101,707,,,,,
4/18/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,32,IND,"Indianapolis, IN",DEN,"Denver, CO",1920,2020,60,7,2027,2038,6,2000,2044,44,0,,0,160,144,131,977,10,0,0,0,34
12/3/2019,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5685,CLT,"Charlotte, NC",EWN,"New Bern/Morehead/Beaufort, NC",2000,1954,-6,12,2006,2043,2,2102,2045,-17,0,,0,62,51,37,221,,,,,
12/22/2021,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,310,EWR,"Newark, NJ",SFO,"San Francisco, CA",830,911,41,33,944,1228,6,1155,1234,39,0,,0,385,383,344,2565,38,0,0,0,1
5/31/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3793,FAT,"Fresno, CA",SLC,"Salt Lake City, UT",604,559,-5,12,611,822,6,841,828,-13,0,,0,97,89,71,501,,,,,
11/1/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5652,ORD,"Chicago, IL",AVL,"Asheville, NC",2003,2032,29,11,2043,2257,4,2301,2301,0,0,,0,118,89,74,536,,,,,
5/19/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4240,FWA,"Fort Wayne, IN",MSP,"Minneapolis, MN",815,814,-1,9,823,842,5,930,847,-43,0,,0,135,93,79,488,,,,,
1/6/2023,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2064,LGA,"New York, NY",IAH,"Houston, TX",835,829,-6,18,847,1116,11,1209,1127,-42,0,,0,274,238,209,1416,,,,,
9/10/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3695,LAN,"Lansing, MI",DTW,"Detroit, MI",935,930,-5,9,939,1000,8,1018,1008,-10,0,,0,43,38,21,74,,,,,
10/9/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1008,ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX",1628,1627,-1,16,1643,1734,15,1809,1749,-20,0,,0,161,142,111,731,,,,,
8/5/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,373,SEA,"Seattle, WA",MSP,"Minneapolis, MN",630,624,-6,15,639,1124,2,1136,1126,-10,0,,0,186,182,165,1399,,,,,
8/17/2023,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,573,SFO,"San Francisco, CA",SEA,"Seattle, WA",1035,1059,24,27,1126,1257,8,1254,1305,11,0,,0,139,126,91,679,,,,,
12/26/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1074,HNL,"Honolulu, HI",SEA,"Seattle, WA",1400,1357,-3,19,1416,2134,9,2153,2143,-10,0,,0,353,346,318,2677,,,,,
11/15/2022,Envoy Air,Envoy Air: MQ,MQ,20398,3605,BNA,"Nashville, TN",TPA,"Tampa, FL",1630,1627,-3,11,1638,1903,4,1918,1907,-11,0,,0,108,100,85,612,,,,,
10/24/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1399,DEN,"Denver, CO",ATL,"Atlanta, GA",1130,1127,-3,11,1138,1601,7,1625,1608,-17,0,,0,175,161,143,1199,,,,,
5/23/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1541,SMF,"Sacramento, CA",PHX,"Phoenix, AZ",1623,1614,-9,12,1626,1748,3,1815,1751,-24,0,,0,112,97,82,647,,,,,
10/28/2019,Envoy Air,Envoy Air: MQ,MQ,20398,3632,ABI,"Abilene, TX",DFW,"Dallas/Fort Worth, TX",755,752,-3,8,800,832,8,906,840,-26,0,,0,71,48,32,158,,,,,
3/13/2023,JetBlue Airways,JetBlue Airways: B6,B6,20409,2539,JFK,"New York, NY",BQN,"Aguadilla, PR",810,856,46,26,922,1234,11,1207,1245,38,0,,0,237,229,192,1576,3,0,0,0,35
2/28/2021,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4733,ICT,"Wichita, KS",MSP,"Minneapolis, MN",1515,1512,-3,13,1525,1634,4,1712,1638,-34,0,,0,117,86,69,545,,,,,
9/18/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2481,PHL,"Philadelphia, PA",CLT,"Charlotte, NC",1539,1554,15,13,1607,1714,5,1727,1719,-8,0,,0,108,85,67,449,,,,,
2/16/2020,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4801,ATL,"Atlanta, GA",MOB,"Mobile, AL",2230,2224,-6,52,2316,2313,5,2255,2318,23,0,,0,85,114,57,302,0,0,23,0,0
6/17/2021,Horizon Air,Horizon Air: QX,QX,19687,2317,LAX,"Los Angeles, CA",BOI,"Boise, ID",1715,1709,-6,13,1722,1955,7,2020,2002,-18,0,,0,125,113,93,674,,,,,
9/21/2022,Republic Airline,Republic Airline: YX,YX,20452,5622,DCA,"Washington, DC",LGA,"New York, NY",800,756,-4,15,811,854,17,919,911,-8,0,,0,79,75,43,214,,,,,
4/12/2020,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2386,FLL,"Fort Lauderdale, FL",ORD,"Chicago, IL",1618,1605,-13,13,1618,1759,17,1850,1816,-34,0,,0,212,191,161,1182,,,,,
8/4/2020,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2022,SLC,"Salt Lake City, UT",IAH,"Houston, TX",1345,1324,-21,11,1335,1701,7,1737,1708,-29,0,,0,172,164,146,1195,,,,,
12/1/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5063,RDU,"Raleigh/Durham, NC",LAS,"Las Vegas, NV",1620,2153,333,10,2203,9,6,1835,15,340,0,,0,315,322,306,2026,0,0,7,0,333
11/26/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,347,JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX",1820,1819,-1,29,1848,2136,13,2136,2149,13,0,,0,256,270,228,1391,,,,,
1/20/2023,Envoy Air,Envoy Air: MQ,MQ,20398,3577,CMI,"Champaign/Urbana, IL",ORD,"Chicago, IL",600,552,-8,13,605,644,8,713,652,-21,0,,0,73,60,39,135,,,,,
12/31/2021,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1097,IAD,"Washington, DC",LAX,"Los Angeles, CA",1720,,,,,,,2024,,,1,A,0,364,,,2288,,,,,
8/18/2022,Envoy Air,Envoy Air: MQ,MQ,20398,3899,RDU,"Raleigh/Durham, NC",MIA,"Miami, FL",1638,1640,2,24,1704,1848,6,1850,1854,4,0,,0,132,134,104,700,,,,,
6/16/2022,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6016,MAF,"Midland/Odessa, TX",IAH,"Houston, TX",1155,1147,-8,11,1158,1307,4,1333,1311,-22,0,,0,98,84,69,429,,,,,
5/1/2020,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1056,SFO,"San Francisco, CA",DEN,"Denver, CO",1520,1524,4,13,1537,1835,4,1856,1839,-17,0,,0,156,135,118,967,,,,,
10/25/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,591,OAK,"Oakland, CA",PHX,"Phoenix, AZ",820,841,21,9,850,1019,9,1015,1028,13,0,,0,115,107,89,646,,,,,
5/3/2021,Republic Airline,Republic Airline: YX,YX,20452,3525,IAD,"Washington, DC",IND,"Indianapolis, IN",1830,1827,-3,12,1839,1951,4,2022,1955,-27,0,,0,112,88,72,476,,,,,
4/7/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,6524,MSY,"New Orleans, LA",AUS,"Austin, TX",1540,1606,26,12,1618,1809,4,1710,1813,63,0,,0,90,127,111,444,25,0,37,0,1
5/11/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4048,MCO,"Orlando, FL",BUF,"Buffalo, NY",910,906,-4,13,919,1132,2,1145,1134,-11,0,,0,155,148,133,1011,,,,,
2/26/2020,Republic Airline,Republic Airline: YX,YX,20452,6116,IND,"Indianapolis, IN",LGA,"New York, NY",1716,1723,7,43,1806,1937,6,1920,1943,23,0,,0,124,140,91,660,0,2,16,0,5
4/23/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3442,EUG,"Eugene, OR",LAS,"Las Vegas, NV",1210,1225,15,11,1236,1403,7,1410,1410,0,0,,0,120,105,87,700,,,,,
4/20/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,400,IAH,"Houston, TX",DAL,"Dallas, TX",1915,1910,-5,10,1920,2000,5,2020,2005,-15,0,,0,65,55,40,216,,,,,
2/16/2019,Republic Airline,Republic Airline: YX,YX,20452,4453,MIA,"Miami, FL",SDF,"Louisville, KY",2155,2151,-4,20,2211,18,11,35,29,-6,0,,0,160,158,127,910,,,,,
1/9/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4158,CHA,"Chattanooga, TN",ATL,"Atlanta, GA",545,542,-3,27,609,640,5,646,645,-1,0,,0,61,63,31,106,,,,,
11/6/2020,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5513,BTV,"Burlington, VT",CLT,"Charlotte, NC",1243,1236,-7,11,1247,1429,20,1518,1449,-29,0,,0,155,133,102,761,,,,,
5/2/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3430,LAX,"Los Angeles, CA",SFO,"San Francisco, CA",2235,2226,-9,12,2238,2334,4,2359,2338,-21,0,,0,84,72,56,337,,,,,
3/2/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4052,ORD,"Chicago, IL",DTW,"Detroit, MI",705,705,0,24,729,913,13,930,926,-4,0,,0,85,81,44,235,,,,,
9/24/2022,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,326,LAX,"Los Angeles, CA",IAH,"Houston, TX",530,529,-1,14,543,1041,6,1049,1047,-2,0,,0,199,198,178,1379,,,,,
1/2/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1099,DEN,"Denver, CO",FLL,"Fort Lauderdale, FL",1345,1427,42,14,1441,2003,2,1930,2005,35,0,,0,225,218,202,1703,35,0,0,0,0
7/11/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2498,PHL,"Philadelphia, PA",CLT,"Charlotte, NC",840,831,-9,15,846,1000,7,1036,1007,-29,0,,0,116,96,74,449,,,,,
7/19/2023,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5025,STL,"St. Louis, MO",LGA,"New York, NY",1534,1530,-4,11,1541,1845,7,1906,1852,-14,0,,0,152,142,124,888,,,,,
12/3/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2600,BOS,"Boston, MA",DFW,"Dallas/Fort Worth, TX",830,826,-4,17,843,1154,18,1211,1212,1,0,,0,281,286,251,1562,,,,,
11/13/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2729,ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC",2105,2101,-4,14,2115,2211,7,2222,2218,-4,0,,0,77,77,56,356,,,,,
5/11/2023,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1810,FLL,"Fort Lauderdale, FL",PHL,"Philadelphia, PA",1830,1827,-3,11,1838,2051,10,2117,2101,-16,0,,0,167,154,133,992,,,,,
8/8/2022,JetBlue Airways,JetBlue Airways: B6,B6,20409,1347,DCA,"Washington, DC",SJU,"San Juan, PR",815,808,-7,16,824,1141,8,1202,1149,-13,0,,0,227,221,197,1554,,,,,
7/19/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1281,RSW,"Fort Myers, FL",DFW,"Dallas/Fort Worth, TX",930,925,-5,9,934,1053,23,1113,1116,3,0,,0,163,171,139,1017,,,,,
10/9/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1447,GSO,"Greensboro/High Point, NC",ATL,"Atlanta, GA",1543,1532,-11,13,1545,1635,3,1710,1638,-32,0,,0,87,66,50,306,,,,,
9/14/2019,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,500,SEA,"Seattle, WA",IND,"Indianapolis, IN",1000,1031,31,31,1102,1727,4,1715,1731,16,0,,0,255,240,205,1866,16,0,0,0,0
10/21/2021,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1491,PDX,"Portland, OR",SFO,"San Francisco, CA",1015,1147,92,10,1157,1336,6,1206,1342,96,0,,0,111,115,99,550,0,0,96,0,0
4/25/2019,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,479,SNA,"Santa Ana, CA",SEA,"Seattle, WA",1930,1922,-8,14,1936,2154,17,2225,2211,-14,0,,0,175,169,138,978,,,,,
7/3/2023,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,356,MCO,"Orlando, FL",IAH,"Houston, TX",1702,1748,46,13,1801,1857,11,1830,1908,38,0,,0,148,140,116,854,38,0,0,0,0
8/23/2020,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1845,DEN,"Denver, CO",ORD,"Chicago, IL",630,621,-9,13,634,932,13,956,945,-11,0,,0,146,144,118,888,,,,,
9/21/2019,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5473,BUF,"Buffalo, NY",DCA,"Washington, DC",1538,1558,20,18,1616,1706,6,1700,1712,12,0,,0,82,74,50,296,,,,,
12/4/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1227,SMF,"Sacramento, CA",DEN,"Denver, CO",2120,2149,29,8,2157,41,5,40,46,6,0,,0,140,117,104,909,,,,,
10/9/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2102,CMH,"Columbus, OH",CLT,"Charlotte, NC",1815,1821,6,17,1838,1932,7,1951,1939,-12,0,,0,96,78,54,347,,,,,
8/8/2021,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,721,PIT,"Pittsburgh, PA",MCO,"Orlando, FL",730,738,8,10,748,929,9,949,938,-11,0,,0,139,120,101,834,,,,,
9/23/2021,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,545,OGG,"Kahului, HI",HNL,"Honolulu, HI",2020,2015,-5,8,2023,2044,6,2058,2050,-8,0,,0,38,35,21,100,,,,,
7/7/2019,Republic Airline,Republic Airline: YX,YX,20452,4504,LGA,"New York, NY",CHS,"Charleston, SC",659,651,-8,17,708,840,9,910,849,-21,0,,0,131,118,92,641,,,,,
11/18/2020,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5185,CLT,"Charlotte, NC",GRR,"Grand Rapids, MI",2010,2005,-5,18,2023,2149,5,2210,2154,-16,0,,0,120,109,86,583,,,,,
3/20/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3176,MSP,"Minneapolis, MN",MDW,"Chicago, IL",515,518,3,27,545,651,6,700,657,-3,0,,0,105,99,66,349,,,,,
6/24/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,877,MDW,"Chicago, IL",MCO,"Orlando, FL",1305,1300,-5,13,1313,1629,6,1650,1635,-15,0,,0,165,155,136,990,,,,,
3/29/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1533,PHL,"Philadelphia, PA",MIA,"Miami, FL",821,821,0,16,837,1058,17,1120,1115,-5,0,,0,179,174,141,1013,,,,,
12/11/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2295,STL,"St. Louis, MO",SAT,"San Antonio, TX",2205,2155,-10,9,2204,2357,3,25,2400,-25,0,,0,140,125,113,786,,,,,
12/31/2019,ExpressJet Airlines LLC d/b/a aha!,ExpressJet Airlines LLC d/b/a aha!: EV,EV,20366,4086,HRL,"Harlingen/San Benito, TX",IAH,"Houston, TX",1609,1556,-13,10,1606,1702,7,1725,1709,-16,0,,0,76,73,56,295,,,,,
6/22/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3873,SLC,"Salt Lake City, UT",HLN,"Helena, MT",1100,1108,8,18,1126,1236,2,1237,1238,1,0,,0,97,90,70,402,,,,,
8/1/2021,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1506,IND,"Indianapolis, IN",DFW,"Dallas/Fort Worth, TX",1215,1209,-6,14,1223,1310,14,1333,1324,-9,0,,0,138,135,107,761,,,,,
4/14/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,446,LAS,"Las Vegas, NV",HOU,"Houston, TX",500,,,,,,,955,,,1,D,0,175,,,1235,,,,,
3/2/2023,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1578,IAH,"Houston, TX",LAX,"Los Angeles, CA",1640,1640,0,23,1703,1820,7,1829,1827,-2,0,,0,229,227,197,1379,,,,,
4/7/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4633,BIS,"Bismarck/Mandan, ND",DEN,"Denver, CO",930,924,-6,15,939,952,17,1024,1009,-15,0,,0,114,105,73,516,,,,,
